name,node_type,got_type,status,url
Jeffory Mallister,Person,,,Jeffory_Mallister
Jason Mallister,Person,,Alive,Jason_Mallister
Maelor Targaryen,Person,,Deceased,Maelor_Targaryen
Jaehaerys Targaryen,Person,,Deceased,Jaehaerys_Targaryen_(son_of_Aegon_II)
Wun Weg Wun Dar Wun,Person,,Deceased,Wun_Weg_Wun_Dar_Wun
Willa,Person,,Alive,Willa
Johnna,Person,,Alive,Johnna
White Walker,Person,,Deceased,White_Walker_(Hardhome)
Styr,Person,,Deceased,Styr
Miller's wife,Person,,Deceased,Unnamed_miller%27s_wife
Captain's daughter,Person,,Alive,Captain%27s_daughter
Qotho,Person,,Deceased,Qotho
Jon Umber,Person,,Deceased,Smalljon_Umber
Dongo,Person,,Deceased,Dongo
Orell,Person,,Deceased,Orell
Thenn warg,Person,,Deceased,Thenn_warg
Malko,Person,,Alive,Malko
Mago,Person,,Deceased,Mago
Haggo,Person,,Deceased,Haggo
Cohollo,Person,,Uncertain,Cohollo
Borros Baratheon,Person,,Deceased,Borros_Baratheon
Valyrian sword smith,Person,,Alive,Valyrian_sword_smith
Tommy,Person,,Uncertain,Tommy
Sylvi,Person,,Alive,Sylvi
Cedric Umber,Person,,,Cedric_Umber
Maynard Umber,Person,,Deceased,Maynard_Umber
Morgana Umber,Person,,Deceased,Morgana_Umber
Emilia Umber,Person,,Deceased,Emilia_Umber
Finn Umber,Person,,Deceased,Finn_Umber
Kear Umber,Person,,Deceased,Kear_Umber
Brandon Umber,Person,,Deceased,Brandon_Umber
Leaf,Person,,Deceased,Leaf
Three-Eyed Raven,Person,,Deceased,Three-Eyed_Raven
Jhaqo,Person,,Uncertain after Daenarys Targaryen burned all the great khals known,Jhaqo
Otto Hightower,Person,,Deceased,Otto_Hightower
Ormund Baratheon,Person,,Deceased,Ormund_Baratheon
Lyonel Baratheon,Person,,Deceased,Lyonel_Baratheon
Tobho Mott,Person,,Alive,Tobho_Mott
Axel Baratheon,Person,,Deceased,Axel_Baratheon
Katrina Umber,Person,,Deceased,Katrina_Umber
Hollys Umber,Person,,Deceased,Hollys_Umber
Old Man,Person,,Deceased,Old_man
Mychal Baratheon,Person,,Deceased,Mychal_Baratheon
Moro,Person,,Deceased,Moro
Pono,Person,,Uncertain after Daenerys Targaryen burned all of the known great Khals,Pono
Jenny of Oldstones,Person,,Deceased,Jenny_of_Oldstones
Lyman Beesbury,Person,,Deceased,Lyman_Beesbury
Sissy,Person,,Alive,Sissy
Monica Baratheon,Person,,Deceased,Monica_Baratheon
Argella Baratheon,Person,,Deceased,Argella_Baratheon
Petra Tallhart,Person,,Deceased,Petra_Tallhart
Tyrek Tallhart,Person,,Deceased,Tyrek_Tallhart
Red Priestess,Person,,Alive,Red_Priestess_(High_Sparrow)
Medger Cerwyn,Person,,Deceased,Medger_Cerwyn
Cleos Umber,Person,,Deceased,Cleos_Umber
Vivian Cerwyn,Person,,Deceased,Vivian_Cerwyn
Johanna Lannister,Person,,Deceased,Johanna_Lannister
Munkun,Person,,Deceased,Munkun
Jasper Wylde,Person,,Deceased,Jasper_Wylde
Orwyle,Person,,Deceased,Orwyle
High Priestess of the Dosh Khaleen,Person,,Alive,High_Priestess_of_the_Dosh_Khaleen
Moro's bloodrider,Person,,Deceased,Moro%27s_bloodrider_2
Aggo,Person,,Deceased,Aggo_(The_Red_Woman)
Cleon,Person,,Uncertain,Cleon
Craster's wife,Person,,Alive,Craster%27s_wife_3_(Oathkeeper)
Craster's wife,Person,,Alive,Craster%27s_wife_2_(Oathkeeper)
High Priest of R'hllor,Person,,Alive,High_Priest_of_R%27hllor
Wylla,Person,,Deceased,Wylla
Jason Lannister,Person,,Deceased,Jason_Lannister
Eustace,Person,,Deceased,Eustace
Dothraki crone,Person,,Alive,Dothraki_crone
Ornela,Person,,Alive,Ornela
Savo,Person,,Deceased,Savo
Byron Swann,Person,,Deceased,Byron_Swann
Beric Dayne,Person,,Deceased,Beric_Dayne
Son of Nymeria and Davos Dayne,Person,,Deceased,Dayne_(son_of_Davos)
Davos Dayne,Person,,Deceased,Davos_Dayne
Vorian Dayne,Person,,Deceased,Vorian_Dayne
Marlin Dormund,Person,,Alive,Marlin_Dormund
Rodrik Flint,Person,,Deceased,Rodrik_Flint
Lord Mazin,Person,,Alive,Mazin_(Lord)
Errold Holt,Person,,Alive,Errold_Holt
Hallis Mollen,Person,,Deceased,Hallis_Mollen
Marya Seaworth,Person,,Alive,Marya_Seaworth
Richard Lonmouth,Person,,,Richard_Lonmouth
Damon Morrigen,Person,,Deceased,Damon_Morrigen
Selwyn Tarth,Person,,Alive,Selwyn_Tarth
Corlys Wells,Person,,Alive,Corlys_Wells
Lady Caulfield,Person,,Alive,Caulfield_(Lady)
Aggo,Person,,Uncertain,Aggo_(The_North_Remembers)
Iggo,Person,,Deceased,Iggo
Craster's younger wife,Person,,Alive,Craster%27s_younger_wife_(Walk_of_Punishment)
The Knight of the Laughing Tree,Person,,Uncertain,Knight_of_the_Laughing_Tree
Craster's wife,Person,,Alive,Craster%27s_wife_(Walk_of_Punishment)
Craster's last son,Person,,Alive,Craster%27s_last_son
Morag,Person,,Uncertain,Morag
White Walker,Person,,Deceased,White_Walker_(The_Door)
Humfrey Beesbury,Person,,Deceased,Humfrey_Beesbury
Archmaester,Person,,Alive,Archmaester_(Eastwatch)
Moro's bloodrider,Person,,Deceased,Moro%27s_bloodrider_1
The Harpy,Person,,Uncertain,The_Harpy
Moro's wife,Person,,Alive,Moro%27s_wife_2
Moro's wife,Person,,Alive,Moro%27s_wife_1
Moro,Person,,Deceased,Moro_(son_of_Mengo)
Raymont Baratheon,Person,,Deceased,Raymont_Baratheon
Ethelide Baratheon,Person,,Deceased,Ethelide_Baratheon
Theresa Baratheon,Person,,Deceased,Theresa_Baratheon
Ulf the White,Person,,Deceased,Ulf_the_White
Hugh Hammer,Person,,Deceased,Hugh_Hammer
Corin Umber,Person,,Deceased,Corin_Umber
Joseth Umber,Person,,Deceased,Joseth_Umber
Gareth Umber,Person,,Deceased,Gareth_Umber
Deziel Dalt,Person,,Alive,Deziel_Dalt
Benedict Blackmont,Person,,Deceased,Benedict_Blackmont
Lord Blackmont,Person,,Alive,Blackmont_(Lord)
Brozho,Person,,Deceased,Brozho
Rhalko,Person,,Deceased,Rhalko
Lucan Umber,Person,,Deceased,Lucan_Umber
Mycah Umber,Person,,Deceased,Mycah_Umber
Craster,Person,,Deceased,Craster
Mazor Alexi,Person,,Deceased,Mazor_Alexi
Forzho,Person,,Deceased,Forzho
Qorro,Person,,Deceased,Qorro
Serwyn Errol,Person,,Deceased,Serwyn_Errol
Nettles,Person,,Deceased,Nettles
Mengo,Person,,Deceased,Mengo
Morag Umber,Person,,Deceased,Morag_Umber
Harkon Umber,Person,,Deceased,Harkon_Umber
Daragh Umber,Person,,Deceased,Daragh_Umber
Amarylis Umber,Person,,Deceased,Amarylis_Umber
Hothor Umber,Person,,Deceased,Hothor_Umber
Ned Umber,Person,,Alive,Ned_Umber
White Walker,Person,,Alive,White_Walker_(Oathkeeper)
White Walker,Person,,Deceased,White_Walker_(Valar_Morghulis)
White Walker,Person,,Alive,White_Walker_(The_Night_Lands)
Haro,Person,,Deceased,Haro
Mycah,Person,,Deceased,Mycah
White Walker,Person,,Alive,White_Walker_(Winter_Is_Coming)
Gendel,Person,,Deceased,Gendel
Oznak zo Pahl,Person,,Deceased,Oznak_zo_Pahl
Prendahl na Ghezn,Person,,Deceased,Prendahl_na_Ghezn
Greizhen mo Ullhor,Person,,Deceased,Greizhen_mo_Ullhor
Jacaerys Velaryon,Person,,Deceased,Jacaerys_Velaryon
Laenor Velaryon,Person,,Deceased,Laenor_Velaryon
Joffrey Velaryon,Person,,Deceased,Joffrey_Velaryon
Zhako,Person,,Deceased,Zhako
Loso,Person,,Deceased,Loso
Qano,Person,,Deceased,Qano
Corlys Velaryon,Person,,Deceased,Corlys_Velaryon
"""Blood""",Person,,Deceased,Blood_(Former_Gold_Cloak)
Lucerys Velaryon,Person,,Deceased,Lucerys_Velaryon
"""Cheese""",Person,,Deceased,Cheese
Wildling girl,Person,,Deceased  (reanimated as a wight ),Wildling_girl
Gorne,Person,,Deceased,Gorne
Yunkai'i whore,Person,,Alive,Yunkai%27i_whore
Mero,Person,,Deceased,Mero
Viola Redwyne,Person,,Uncertain,Viola_Redwyne
Harlan Hoare,Person,,Deceased,Harlan_Hoare
Qyle Corbray,Person,,Deceased,Qyle_Corbray
Robar II Royce,Person,,Deceased,Robar_II_Royce
Jaehaera Targaryen,Person,,Deceased,Jaehaera_Targaryen
Viserys II Targaryen,Person,,Deceased,Viserys_II_Targaryen
Lomas Longstrider,Person,,Deceased,Lomas_Longstrider
Aemond Targaryen,Person,,Deceased,Aemond_Targaryen
Aegon III Targaryen,Person,,Deceased,Aegon_III_Targaryen
Mirri Maz Duur,Person,,Deceased,Mirri_Maz_Duur
Maelys Blackfyre,Person,,Deceased,Maelys_Blackfyre
Daemon I Blackfyre,Person,,Deceased,Daemon_I_Blackfyre
Samwell Stone,Person,,Alive,Samwell_Stone
Kyle Royce,Person,,,Kyle_Royce
Kaeth,Person,,Deceased,Kaeth
Bethany Redwyne,Person,,Alive,Bethany_Redwyne
Ryam Redwyne,Person,,,Ryam_Redwyne
Rhaenys Targaryen,Person,,Deceased,Rhaenys_Targaryen_(Queen_Who_Never_Was)
Helaena Targaryen,Person,,Deceased,Helaena_Targaryen
Alysanne Targaryen,Person,,Deceased,Alysanne_Targaryen
Alicent Hightower,Person,,Deceased,Alicent_Hightower
Aegon Targaryen,Person,,Deceased,Aegon_Targaryen_(son_of_Aenys)
Rhaena Targaryen,Person,,Deceased,Rhaena_Targaryen_(daughter_of_Aenys)
Daenys Targaryen,Person,,Deceased,Daenys_Targaryen
Aenar Targaryen,Person,,Deceased,Aenar_Targaryen
Daena Targaryen,Person,,Deceased,Daena_Targaryen
Barth,Person,,Deceased,Barth
Aemon Blackfyre,Person,,Deceased,Aemon_Blackfyre
Aegon Blackfyre,Person,,Deceased,Aegon_Blackfyre
Serena Blackfyre,Person,,Deceased,Serena_Blackfyre
Aelinor Targaryen,Person,,Deceased,Aelinor_Targaryen
Baelor Targaryen,Person,,Deceased,Baelor_Targaryen_(son_of_Daeron_II)
Dyanna Dayne,Person,,Deceased,Dyanna_Dayne
Aegon Targaryen,Person,,Deceased,Aegon_Targaryen_(son_of_Rhaegar_and_Elia)
Leyton Hightower,Person,,Alive,Leyton_Hightower
Manfred Hightower,Person,,Deceased,Manfred_Hightower
Runcel Hightower,Person,,Deceased,Runcel_Hightower
Dorian Hightower,Person,,Deceased,Dorian_Hightower
Lymond Hightower,Person,,Deceased,Lymond_Hightower
Urrigon Hightower,Person,,Deceased,Urrigon_Hightower
Harwyn Hoare,Person,,Deceased,Harwyn_Hoare
Damon Marbrand,Person,,Alive,Damon_Marbrand
Ralf Kenning,Person,,Deceased,Ralf_Kenning
Harlon,Person,,Deceased,Harlon_the_Hunter
The Griffin King,Person,,Deceased,Griffin_King
Elenei,Person,,Deceased,Elenei
Nissa Nissa,Person,,Deceased,Nissa_Nissa
Orys I,Person,,Deceased,Orys_I
Tanselle,Person,,Deceased,Tanselle
Dorian Hightower's second wife,Person,,,Dorian_Hightower%27s_second_wife
Dorian Hightower's first wife,Person,,,Dorian_Hightower%27s_first_wife
Harrag,Person,,Alive,Harrag
Urzen,Person,,Deceased,Urzen
Aggar,Person,,Deceased,Aggar
Stygg,Person,,Deceased,Stygg
Arson,Person,,Deceased,Arson_Iceaxe
Gelmarr,Person,,Deceased,Gelmarr
Alannys Greyjoy,Person,,Deceased,Alannys_Greyjoy
Maron Greyjoy,Person,,Deceased,Maron_Greyjoy
Rodrik Greyjoy,Person,,Deceased,Rodrik_Greyjoy
Dalton Greyjoy,Person,,Deceased,Dalton_Greyjoy
Vickon Greyjoy,Person,,Deceased,Vickon_Greyjoy
Ceryse Hightower,Person,,Deceased,Ceryse_Hightower
Murmison,Person,,Deceased,Murmison
Edmyn Tully,Person,,Deceased,Edmyn_Tully
Minisa Tully,Person,,Deceased,Minisa_Tully
Bolton soldier,Person,,Deceased,Bolton_soldier_(Walk_of_Punishment)
Tess,Person,,Deceased,Tess
Tristan Mudd,Person,,Deceased,Tristan_Mudd
Mole's Town whore,Person,,Deceased,Mole%27s_Town_whore
Harren Hoare,Person,,Deceased,Harren_Hoare
Quenton Qoherys,Person,,Deceased,Quenton_Qoherys
Eon Hunter,Person,,Alive,Eon_Hunter
High Septon,Person,,Deceased,High_Septon_(Faith_Militant_uprising)
Torgold Tollett,Person,,Deceased,Torgold_Tollett
Larys Strong,Person,,Deceased,Larys_Strong
Jon Lynderly,Person,,Alive,Jon_Lynderly
Lannister guard,Person,,Alive,Lannister_guard_1
Morgan's friend,Person,,Alive,Morgan%27s_friend
Morgan,Person,,Alive,Morgan_(Two_Swords)
Singing Lannister soldier,Person,,Uncertain,Singing_Lannister_soldier
Lannister soldier,Person,,Alive,Lannister_soldier_(The_Prince_of_Winterfell)
Lannister torturer,Person,,Alive,Lannister_torturer
Marq Rankenfell,Person,,Deceased,Marq_Rankenfell
Robin Hill,Person,,Deceased,Robin_Hill
Wounded Lannister,Person,,Alive,Wounded_Lannister
Lannister guardsman,Person,,Deceased,Lannister_guardsman_(Garden_of_Bones)
Rennick,Person,,Deceased,Rennick
Willis Wode,Person,,Deceased,Willis_Wode
Casterly (founder),Person,,Deceased,Casterly_(founder)
Lannister guardsman,Person,,Alive,Lannister_guardsman_(The_Kingsroad)
Shella Whent,Person,,Deceased,Shella_Whent
Walter Whent,Person,,Deceased,Walter_Whent
Frey soldier,Person,,Deceased,Frey_soldier_2
Roslin Tully,Person,,Alive,Roslin_Tully
Stevron Frey,Person,,Deceased,Stevron_Frey
Bolton soldier,Person,,Deceased,Bolton_man_2
Bolton guard,Person,,Deceased,Bolton_guard_(The_Laws_of_Gods_and_Men)
Florian,Person,,Deceased,Florian
Bolton soldier,Person,,Deceased,Bolton_soldier_1
Tom,Person,,Deceased,Tom
Dim Dalba,Person,,Uncertain after the Battle of Bastards,Dim_Dalba
Kurleket,Person,,Deceased,Kurleket
Arthur,Person,,Alive,Arthur_(little_bird)
Lannister bannerman,Person,,Alive,Lannister_bannerman_3_(The_Ghost_of_Harrenhal)
Lannister bannerman,Person,,Alive,Lannister_bannerman_2_(The_Ghost_of_Harrenhal)
Lannister bannerman,Person,,Alive,Lannister_bannerman_1_(The_Ghost_of_Harrenhal)
Reginald Lannister,Person,,Alive,Reginald_Lannister
Yandel,Person,,Alive,Yandel
Theomar Smallwood,Person,,Alive,Theomar_Smallwood
Mhaegen,Person,,Alive,Mhaegen
Daisy,Person,,Uncertain after the murder of Ros by Joffrey Baratheon,Daisy
Stark soldier,Person,,Deceased,Stark_soldier_(Valar_Morghulis)
Armeca,Person,,Alive,Armeca
Wyllis Bracken,Person,,Alive,Wyllis_Bracken
Bethany Bracken,Person,,Deceased,Bethany_Bracken
Symun Fossoway,Person,,Alive,Symun_Fossoway
Addam Velaryon,Person,,Deceased,Addam_Velaryon
Symon Hollard,Person,,Deceased,Symon_Hollard
Garibald Tarwick,Person,,Alive,Garibald_Tarwick
Lollys Stokeworth,Person,,Alive,Lollys_Stokeworth
Cassana Baratheon,Person,,Deceased,Cassana_Baratheon
Jon Karstark,Person,,Deceased,Jon_Karstark
Laurence Karstark,Person,,Deceased,Laurence_Karstark
Petyr Karstark,Person,,Deceased,Petyr_Karstark
Berrican Karstark,Person,,Deceased,Berrican_Karstark
Barra,Person,,Deceased,Barra
Melessa Tarly,Person,,Alive,Melessa_Tarly
Talla Tarly,Person,,Alive,Talla_Tarly
Colloquo Votar,Person,,Deceased,Colloquo_Votar
Regan Karstark,Person,,Deceased,Regan_Karstark
Vance Corbray,Person,,Alive,Vance_Corbray
Varly,Person,,Deceased,Varly
Lord Ashford,Person,,Alive,Ashford_(Lord)
Stark messenger,Person,,Uncertain,Stark_messenger
Stark guard,Person,,Uncertain,Stark_guard_(A_Man_Without_Honor)
Stark guard,Person,,Uncertain,Stark_guard_(Fire_and_Blood)
Stark guard,Person,,Uncertain,Stark_guard_(The_Pointy_End)
Tomard,Person,,Alive,Tomard
Mara Karstark,Person,,Deceased,Mara_Karstark
Beric Karstark,Person,,Deceased,Beric_Karstark
Ethan Glover,Person,,,Ethan_Glover
Falyse Stokeworth,Person,,Alive,Falyse_Stokeworth
Tanda Stokeworth,Person,,Alive,Tanda_Stokeworth
Lord Stokeworth,Person,,Deceased,Stokeworth_(Lord)
Tommard Karstark,Person,,Deceased,Tommard_Karstark
Wex,Person,,Deceased,Wex
Hallyne,Person,,Alive,Hallyne
Rylene Florent,Person,,Alive,Rylene_Florent
Royal Steward,Person,,Alive,Royal_Steward
Anya Waynwood,Person,,Alive,Anya_Waynwood
Cley Cerwyn,Person,,Alive,Cley_Cerwyn
Waldra Frey,Person,,Alive,Waldra_Frey
Walda Frey,Person,,Alive,Walda_Frey_(The_Rains_of_Castamere)
Serra Frey,Person,,Alive,Serra_Frey
Gyles Rosby,Person,,Alive,Gyles_Rosby
Sarra Frey,Person,,Alive,Sarra_Frey
Shirei Frey,Person,,Alive,Shirei_Frey
Neyela Frey,Person,,Alive,Neyela_Frey
Janeya Frey,Person,,Alive,Janeya_Frey
Freya Frey,Person,,Alive,Freya_Frey
Derwa Frey,Person,,Alive,Derwa_Frey
Frey,Person,,Deceased,Frey_(founder)
Merry Frey,Person,,Alive,Merry_Frey
Marianne Frey,Person,,Alive,Marianne_Frey
Arwaya Frey,Person,,Alive,Arwaya_Frey
Dwarf,Person,,Alive,Dwarf_5
Dwarf,Person,,Alive,Dwarf_4
Dwarf,Person,,Alive,Dwarf_3
Frances,Person,,Alive,Frances
Donnel Waynwood,Person,,Alive,Donnel_Waynwood
Jonquil,Person,,Deceased,Jonquil
Dwarf,Person,,Alive,Dwarf_2
Riverlands traveller,Person,,Alive,Riverlands_traveller
Leo Lefford,Person,,Uncertain,Leo_Lefford
Alys Karstark,Person,,Alive,Alys_Karstark
Harald Karstark,Person,,Deceased,Harald_Karstark
Erena Glover,Person,,Alive,Erena_Glover
Gawen Glover,Person,,Alive,Gawen_Glover
Sybelle Glover,Person,,Alive,Sybelle_Glover
Clarenzo,Person,,Alive,Clarenzo
Walda Frey,Person,,Alive,Walda_Frey_(grandniece_of_Lord_Walder)
The thin man,Person,,Alive,Thin_man
Jasper Arryn,Person,,Deceased,Jasper_Arryn
Bianca,Person,,Alive,Bianca
Izembaro,Person,,Alive,Izembaro
Aemma Arryn,Person,,Deceased,Aemma_Arryn
Ronnel Arryn,Person,,Deceased,Ronnel_Arryn_(King)
Sharra Arryn,Person,,Deceased,Sharra_Arryn
Bobono,Person,,Alive,Bobono
Smiling Knight,Person,,Deceased,Smiling_Knight
Simon Toyne,Person,,Deceased,Simon_Toyne
Bowen,Person,,Determinant,Bowen
Mummer,Person,,Alive,Mummer_3
Brusco,Person,,Alive,Brusco
Mummer,Person,,Alive,Mummer_2
Mummer,Person,,Alive,Mummer_1
Musician,Person,,Alive,Musician_5_(The_Door)
Musician,Person,,Alive,Musician_4_(The_Door)
Dolf,Person,,Deceased,Dolf
Ulf,Person,,Alive,Ulf
Musician,Person,,Alive,Musician_3_(The_Door)
Musician,Person,,Alive,Musician_2_(The_Door)
Musician,Person,,Alive,Musician_1_(The_Door)
Mummer,Person,,Alive,Mummer_(Margaery_Tyrell)
Camello,Person,,Alive,Camello
Vardis Egen,Person,,Deceased,Vardis_Egen
Chella,Person,,Alive,Chella
Timett,Person,,Alive,Timett
Shagga,Person,,Alive,Shagga
Lhara,Person,,Alive,Lhara
Brea,Person,,Alive,Brea
Gunthor,Person,,Uncertain,Gunthor
Joss Stilwood,Person,,Alive,Joss_Stilwood
Cheyk,Person,,Uncertain,Cheyk
Clegane,Person,,Deceased,Clegane_(founder)
Fegg,Person,,Alive,Fegg
Innkeeper,Person,,Alive,Innkeeper
Lowell,Person,,Deceased,Lowell
Stableboy,Person,,Deceased,Stableboy
Bathhouse prostitute,Person,,Alive,Bathhouse_prostitute
Ilyn Payne,Person,,Alive,Ilyn_Payne
Eldrick Sarsfield,Person,,Alive,Eldrick_Sarsfield
Cedric Forrester,Person,,Deceased,Cedric_Forrester
Gerhard Forrester,Person,,Deceased,Gerhard_Forrester
Burton Crakehall,Person,,Deceased,Burton_Crakehall
Braavosi Madam,Person,,Alive,Braavosi_madam
Desmond Crakehall,Person,,Alive,Desmond_Crakehall
Braavosi prostitute,Person,,Alive,Braavosi_prostitute
Thorren Forrester,Person,,Deceased,Thorren_Forrester
Malcolm Branfield,Person,,Alive,Malcolm_Branfield
Eglantine,Person,,Alive,Eglantine
Masha Heddle,Person,,Uncertain,Masha_Heddle
Lommy,Person,,Deceased,Lommy
Dying man,Person,,Deceased,Dying_man
Aya,Person,,Alive,Aya
Croft,Person,,Alive,Croft
Talia Branfield,Person,,Deceased,Talia_Branfield
Lord Branfield,Person,,Deceased,Branfield_(Lord)
Anara,Person,,Alive,Anara
Bryan,Person,,Uncertain,Bryan
Prisoner,Person,,Deceased,Prisoner
Lucan,Person,,Alive,Lucan_(Telltale)
Godwyn,Person,,Alive,Godwyn
Damien,Person,,Deceased,Damien
Tom,Person,,Determinant,Tom_(Telltale)
Whore,Person,,Alive,Whore_(The_Stranger)
Whore,Person,,Alive,Whore_(Mother_of_Dragons)
High Septon,Person,,Deceased,High_Septon_(War_of_Conquest)
Daeron I Targaryen,Person,,Deceased,Daeron_I_Targaryen
Bezzaq,Person,,Deceased,Bezzaq
Dezhor zo Raza,Person,,Determinant,Dezhor_zo_Raza
Kieran,Person,,Alive,Kieran
Penn,Person,,Alive,Penn
Therrond,Person,,Alive,Therrond
Nail,Person,,Alive,Nail
Rhogar,Person,,Uncertain,Rhogar
Tazal,Person,,Determinant,Tazal
Jodan,Person,,Alive,Jodan
