name,node_type,got_type,status,url
The Death of Kings,HistoriesNLore,,,The_Death_of_Kings
The Kingsguard,HistoriesNLore,,,The_Kingsguard_(Histories_%26_Lore)
The Nations of the North,HistoriesNLore,,,The_Nations_of_the_North
The Wall,HistoriesNLore,,,The_Wall_(Histories_%26_Lore)
Sellswords & Hedge Knights,HistoriesNLore,,,Sellswords_%26_Hedge_Knights
The Iron Bank of Braavos,HistoriesNLore,,,The_Iron_Bank_of_Braavos_(Histories_%26_Lore)
House Martell,HistoriesNLore,,,House_Martell_(Histories_%26_Lore)
The Vale,HistoriesNLore,,,The_Vale_(Histories_%26_Lore)
House Baelish,HistoriesNLore,,,House_Baelish_(Histories_%26_Lore)
Poisons,HistoriesNLore,,,Poisons
The Bastards of Westeros,HistoriesNLore,,,The_Bastards_of_Westeros
The Westerlands,HistoriesNLore,,,The_Westerlands_(Histories_%26_Lore)
The Stormlands,HistoriesNLore,,,The_Stormlands_(Histories_%26_Lore)
The Riverlands,HistoriesNLore,,,The_Riverlands_(Histories_%26_Lore)
The Lord of Light,HistoriesNLore,,,The_Lord_of_Light_(Histories_%26_Lore)
House Tully,HistoriesNLore,,,House_Tully_(Histories_%26_Lore)
Wargs and the Sights,HistoriesNLore,,,Wargs_and_the_Sight
House Frey,HistoriesNLore,,,House_Frey_(Histories_%26_Lore)
House Reed,HistoriesNLore,,,House_Reed_(Histories_%26_Lore)
Old Ghis & Slaver's Bay,HistoriesNLore,,,Old_Ghis_%26_Slaver%27s_Bay
The Unsullied,HistoriesNLore,,,The_Unsullied
Qarth,HistoriesNLore,,,Qarth_(Histories_%26_Lore)
Harrenhal,HistoriesNLore,,,Harrenhal_(Histories_%26_Lore)
Dragonstone,HistoriesNLore,,,Dragonstone_(Histories_%26_Lore)
The Free Folk,HistoriesNLore,,,The_Free_Folk
The Alchemists' Guild,HistoriesNLore,,,The_Alchemists%27_Guild
House Clegane,HistoriesNLore,,,House_Clegane_(Histories_%26_Lore)
House Greyjoy,HistoriesNLore,,,House_Greyjoy_(Histories_%26_Lore)
House Arryn,HistoriesNLore,,,House_Arryn_(Complete_Guide_to_Westeros)
House Targaryen,HistoriesNLore,,,House_Targaryen_(Complete_Guide_to_Westeros)
House Lannister,HistoriesNLore,,,House_Lannister_(Complete_Guide_to_Westeros)
Robert's Rebellion,HistoriesNLore,,,Robert%27s_Rebellion_(Complete_Guide_to_Westeros)
Valyria and the Dragons,HistoriesNLore,,,Valyria_and_the_Dragons
House Baratheon,HistoriesNLore,,,House_Baratheon_(Complete_Guide_to_Westeros)
"The Children of the Forest, the First Men and the Andals",HistoriesNLore,,,"The_Children_of_the_Forest,_the_First_Men,_and_the_Andals"
House Bolton,HistoriesNLore,,,House_Bolton_(Histories_%26_Lore)
Dragons,HistoriesNLore,,,Dragons_(Histories_%26_Lore)
The Reach,HistoriesNLore,,,The_Reach_(Histories_%26_Lore)
House Tyrell,HistoriesNLore,,,House_Tyrell_(Histories_%26_Lore)
House Stark,HistoriesNLore,,,House_Stark_(Complete_Guide_to_Westeros)
Mad King Aerys,HistoriesNLore,,,Mad_King_Aerys_(Complete_Guide_to_Westeros)
The History of the Night's Watch,HistoriesNLore,,,The_History_of_the_Night%27s_Watch
The Warlocks,HistoriesNLore,,,The_Warlocks
The Order of the Maesters,HistoriesNLore,,,The_Order_of_the_Maesters
The Drowned God,HistoriesNLore,,,The_Drowned_God_(Histories_%26_Lore)
The Old Gods and the New,HistoriesNLore,,,The_Old_Gods_and_the_New_(Complete_Guide_to_Westeros)
The Great Tourney at Harrenhal,HistoriesNLore,,,The_Great_Tourney_at_Harrenhal
The Rains of Castamere,HistoriesNLore,,,The_Rains_of_Castamere_(Histories_%26_Lore)
Greyjoy Rebellion,HistoriesNLore,,,Greyjoy_Rebellion_(Histories_%26_Lore)
Robert's Rebellion,HistoriesNLore,,,Robert%27s_Rebellion_(Histories_%26_Lore)
The Golden Company,HistoriesNLore,,,The_Golden_Company
The River Rhoyne,HistoriesNLore,,,The_River_Rhoyne
The Faith Militant,HistoriesNLore,,,The_Faith_Militant
The Dance of Dragons,HistoriesNLore,,,The_Dance_of_Dragons_(Histories_%26_Lore)
