name,node_type,got_type,status,url
Siege of Meereen,Event,,,Siege_of_Meereen
Capture of Riverrun,Event,,,Capture_of_Riverrun
Thousand Years War,Event,,,Thousand_Years_War
Storming of the Dragonpit,Event,,,Storming_of_the_Dragonpit
Burning of Harrenhal,Event,,,Burning_of_Harrenhal
Burning of the ,Event,,,Burning_of_the_Sept_of_Remembrance
Sack of Mole's Town,Event,,,Sack_of_Mole%27s_Town
Forrester-Whitehill conflict,Event,,,Forrester-Whitehill_conflict
Ambush at the Harbor,Event,,,Ambush_at_the_Harbor
Gorne and Gendel's War,Event,,,Gorne_and_Gendel%27s_War
Unification of the North,Event,,,Unification_of_the_North
Fall of the Night's King,Event,,,Fall_of_the_Night%27s_King
Battle of Oxcross,Event,,,Battle_of_Oxcross
Second Battle of Deepwood Motte,Event,,,Second_Battle_of_Deepwood_Motte
Ambush at the Tuttle Farm,Event,,,Ambush_at_the_Tuttle_Farm
Coup in Dorne,Event,,,Coup_in_Dorne
Assassination of Myrcella Baratheon,Event,,,Assassination_of_Myrcella_Baratheon
Court trial of Tyrion Lannister,Event,,,Court_trial_of_Tyrion_Lannister
Riot of King's Landing,Event,,,Riot_of_King%27s_Landing
War for the Stepstones,Event,,,War_for_the_Stepstones
Assassinations at the Twins,Event,,,Assassinations_at_the_Twins
Second Siege of Riverrun,Event,,,Second_Siege_of_Riverrun
Siege of Storm's End,Event,,,Siege_of_Storm%27s_End
998th Lord Commander election,Event,,,Choosing
Battle of the Bells,Event,,,Battle_of_the_Bells
Massacre in King's Landing,Event,,,Massacre_in_King%27s_Landing
Siege of Casterly Rock,Event,,,Siege_of_Casterly_Rock
Execution of Rickard and Brandon Stark,Event,,,Execution_of_Rickard_and_Brandon_Stark
"""Abduction"" of Lyanna Stark",Event,,,Abduction_of_Lyanna_Stark
Field of Fire,Event,,,Field_of_Fire
Trial of Petyr Baelish,Event,,,Trial_of_Petyr_Baelish
Assassination at Winterfell,Event,,,Assassination_at_Winterfell
Mutiny at Craster's Keep,Event,,,Mutiny_at_Craster%27s_Keep
Battle of the Fist of the First Men,Event,,,Battle_of_the_Fist_of_the_First_Men
Fall of Winterfell,Event,,,Fall_of_Winterfell
Assassination at the Tower of the Hand,Event,,,Assassination_at_the_Tower_of_the_Hand
Second Trial by Combat of Tyrion Lannister,Event,,,Second_Trial_by_Combat_of_Tyrion_Lannister
Confrontation in the Water Gardens,Event,,,Confrontation_in_the_Water_Gardens
Mutiny at Castle Black,Event,,,Mutiny_at_Castle_Black
Execution of Eddard Stark,Event,,,Execution_of_Eddard_Stark
Sack of Winterfell,Event,,,Sack_of_Winterfell
Standoff at the Great Sept of Baelor,Event,,,Standoff_at_the_Great_Sept_of_Baelor
Defiance of Duskendale,Event,,,Defiance_of_Duskendale
Battle of the Trident,Event,,,Battle_of_the_Trident
Sack of King's Landing,Event,,,Sack_of_King%27s_Landing
Tragedy at Summerhall,Event,,,Tragedy_at_Summerhall
Assault on the Targaryen Fleet,Event,,,Assault_on_the_Targaryen_Fleet
Black Friday,Event,,,Black_Friday
Wight Hunt,Event,,,Wight_Hunt
Battle of Winterfell,Event,,,Battle_of_Winterfell
Battle at the Mummer's Ford,Event,,,Battle_at_the_Mummer%27s_Ford
Great War,Event,,,Great_War
Parley in King's Landing,Event,,,Parley_in_King%27s_Landing
Sack of Astapor,Event,,,Sack_of_Astapor
Battle of Qohor,Event,,,Battle_of_Qohor
Rhoynar migration,Event,,,Rhoynar_migration
Siege of Pyke,Event,,,Siege_of_Pyke
Wars of the First Men and ,Event,,,Wars_of_the_First_Men_and_the_Children_of_the_Forest
Assassination of ,Event,,,Assassination_of_Balon_Greyjoy
Duel in Braavos,Event,,,Duel_in_Braavos
Destruction of the Great Sept of Baelor,Event,,,Destruction_of_the_Great_Sept_of_Baelor
Battle of the Bastards,Event,,,Battle_of_the_Bastards
Kingsmoot upon the death of Balon Greyjoy,Event,,,Kingsmoot
Second Siege of Meereen,Event,,,Second_Siege_of_Meereen
Battle of the Blackwater,Event,,,Battle_of_the_Blackwater
Massacre at Hardhome,Event,,,Massacre_at_Hardhome
Battle of Castle Black,Event,,,Battle_of_Castle_Black
Reyne Rebellion,Event,,,Reyne_Rebellion
Purple Wedding,Event,,,Purple_Wedding
Battle of the Whispering Wood,Event,,,Battle_of_the_Whispering_Wood
Liberation of Slaver's Bay,Event,,,Liberation_of_Slaver%27s_Bay
Red Wedding,Event,,,Red_Wedding
War of the Ninepenny Kings,Event,,,War_of_the_Ninepenny_Kings
Great Spring Sickness,Event,,,Great_Spring_Sickness
Blackfyre Rebellion,Event,,,Blackfyre_Rebellion
Conquest of Dorne,Event,,,Conquest_of_Dorne
Dance of the Dragons,Event,,,Dance_of_the_Dragons
Faith Militant uprising,Event,,,Faith_Militant_uprising
Century of Blood,Event,,,Century_of_Blood
Nymeria's War,Event,,,Nymeria%27s_War
Rhoynish Wars,Event,,,Rhoynish_Wars
Ghiscari Wars,Event,,,Ghiscari_Wars
War for the Dawn,Event,,,Long_Night
Sack of Qohor,Event,,,Sack_of_Qohor
Greyjoy Rebellion,Event,,,Greyjoy_Rebellion
Robert's Rebellion,Event,,,Robert%27s_Rebellion
War of Conquest,Event,,,War_of_Conquest
Conflict Beyond the Wall,Event,,,Conflict_Beyond_the_Wall
War of the Five Kings,Event,,,War_of_the_Five_Kings
Andal Invasion,Event,,,Andal_Invasion
Doom of Valyria,Event,,,Doom_of_Valyria
